Model,Variant,Embedding,Vocab,K,Repeat,Experiment,Source_File,Timing_Run_Name,NPMI,Diversity,Valid_Topics,Dropped_Topics
BERTopic,NoiseParams fullK,Light,,50,Run3,BERTopic | NoiseParams fullK | Light | K50 | Run3,bertopic_topics_LIGHT_EMBfinal3_noiseparams_fullK50.json,LIGHT_EMBfinal3_noiseparams_K50,0.13658210423144046,0.8347826086956521,46,0
BERTopic,NoiseParams fullK,Heavy,,50,Run3,BERTopic | NoiseParams fullK | Heavy | K50 | Run3,bertopic_topics_HEAVY_EMBfinal3_noiseparams_fullK50.json,HEAVY_EMBfinal3_noiseparams_K50,0.10985587458536575,0.8787234042553191,47,0
BERTopic,NoiseParams fullK,Light,,60,Run3,BERTopic | NoiseParams fullK | Light | K60 | Run3,bertopic_topics_LIGHT_EMBfinal3_noiseparams_fullK60.json,LIGHT_EMBfinal3_noiseparams_K60,0.12899702610680713,0.7789473684210526,57,2
BERTopic,NoiseParams fullK,Heavy,,60,Run3,BERTopic | NoiseParams fullK | Heavy | K60 | Run3,bertopic_topics_HEAVY_EMBfinal3_noiseparams_fullK60.json,HEAVY_EMBfinal3_noiseparams_K60,0.09674250402586668,0.8491228070175438,57,1
BERTopic,Reassignment fullK,Light,,10,Run1,BERTopic | Reassignment fullK | Light | K10 | Run1,bertopic_topics_LIGHT_EMBfinal_reassignment_fullK10.json,LIGHT_EMBfinal_reassignment_K10,0.1230671233989296,0.95,10,0
BERTopic,Reassignment fullK,Heavy,,10,Run1,BERTopic | Reassignment fullK | Heavy | K10 | Run1,bertopic_topics_HEAVY_EMBfinal_reassignment_fullK10.json,HEAVY_EMBfinal_reassignment_K10,0.1596932603945224,0.9666666666666667,9,1
BERTopic,Reassignment fullK,Light,,20,Run1,BERTopic | Reassignment fullK | Light | K20 | Run1,bertopic_topics_LIGHT_EMBfinal_reassignment_fullK20.json,LIGHT_EMBfinal_reassignment_K20,0.15220667032913782,0.8789473684210526,19,0
BERTopic,Reassignment fullK,Heavy,,20,Run1,BERTopic | Reassignment fullK | Heavy | K20 | Run1,bertopic_topics_HEAVY_EMBfinal_reassignment_fullK20.json,HEAVY_EMBfinal_reassignment_K20,0.18902746888576685,0.9157894736842105,19,1
BERTopic,Reassignment fullK,Light,,30,Run1,BERTopic | Reassignment fullK | Light | K30 | Run1,bertopic_topics_LIGHT_EMBfinal_reassignment_fullK30.json,LIGHT_EMBfinal_reassignment_K30,0.15315452984386876,0.8310344827586207,29,0
BERTopic,Reassignment fullK,Heavy,,30,Run1,BERTopic | Reassignment fullK | Heavy | K30 | Run1,bertopic_topics_HEAVY_EMBfinal_reassignment_fullK30.json,HEAVY_EMBfinal_reassignment_K30,0.1589748526315629,0.8655172413793103,29,1
BERTopic,Reassignment fullK,Light,,40,Run1,BERTopic | Reassignment fullK | Light | K40 | Run1,bertopic_topics_LIGHT_EMBfinal_reassignment_fullK40.json,LIGHT_EMBfinal_reassignment_K40,0.1435738689171234,0.8025641025641026,39,0
BERTopic,Reassignment fullK,Heavy,,40,Run1,BERTopic | Reassignment fullK | Heavy | K40 | Run1,bertopic_topics_HEAVY_EMBfinal_reassignment_fullK40.json,HEAVY_EMBfinal_reassignment_K40,0.1272631362587276,0.8282051282051283,39,1
BERTopic,Reassignment fullK,Light,,50,Run1,BERTopic | Reassignment fullK | Light | K50 | Run1,bertopic_topics_LIGHT_EMBfinal_reassignment_fullK50.json,LIGHT_EMBfinal_reassignment_K50,0.15022775160443996,0.806,50,0
BERTopic,Reassignment fullK,Heavy,,50,Run1,BERTopic | Reassignment fullK | Heavy | K50 | Run1,bertopic_topics_HEAVY_EMBfinal_reassignment_fullK50.json,HEAVY_EMBfinal_reassignment_K50,0.11496282125995312,0.7816326530612245,49,1
BERTopic,Reassignment fullK,Light,,60,Run1,BERTopic | Reassignment fullK | Light | K60 | Run1,bertopic_topics_LIGHT_EMBfinal_reassignment_fullK60.json,LIGHT_EMBfinal_reassignment_K60,0.14002796331282916,0.7258620689655172,58,0
BERTopic,Reassignment fullK,Heavy,,60,Run1,BERTopic | Reassignment fullK | Heavy | K60 | Run1,bertopic_topics_HEAVY_EMBfinal_reassignment_fullK60.json,HEAVY_EMBfinal_reassignment_K60,0.18140849197704795,0.7586206896551724,58,2
BERTopic,Reassignment fullK,Light,,10,Run2,BERTopic | Reassignment fullK | Light | K10 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK10.json,LIGHT_EMBfinal2_reassignment_K10,0.09965719247011906,0.92,10,0
BERTopic,Reassignment fullK,Heavy,,10,Run2,BERTopic | Reassignment fullK | Heavy | K10 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK10.json,HEAVY_EMBfinal2_reassignment_K10,0.15264850085179987,0.9555555555555556,9,1
BERTopic,Reassignment fullK,Light,,20,Run2,BERTopic | Reassignment fullK | Light | K20 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK20.json,LIGHT_EMBfinal2_reassignment_K20,0.14629042029276287,0.86,20,0
BERTopic,Reassignment fullK,Heavy,,20,Run2,BERTopic | Reassignment fullK | Heavy | K20 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK20.json,HEAVY_EMBfinal2_reassignment_K20,0.12436852473011491,0.905,20,0
BERTopic,Reassignment fullK,Light,,30,Run2,BERTopic | Reassignment fullK | Light | K30 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK30.json,LIGHT_EMBfinal2_reassignment_K30,0.14842131347184248,0.8633333333333333,30,0
BERTopic,Reassignment fullK,Heavy,,30,Run2,BERTopic | Reassignment fullK | Heavy | K30 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK30.json,HEAVY_EMBfinal2_reassignment_K30,0.10436548012641868,0.8366666666666667,30,0
BERTopic,Reassignment fullK,Light,,40,Run2,BERTopic | Reassignment fullK | Light | K40 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK40.json,LIGHT_EMBfinal2_reassignment_K40,0.14199235532082358,0.8075,40,0
BERTopic,Reassignment fullK,Heavy,,40,Run2,BERTopic | Reassignment fullK | Heavy | K40 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK40.json,HEAVY_EMBfinal2_reassignment_K40,0.13414556311217313,0.83,40,0
BERTopic,Reassignment fullK,Light,,50,Run2,BERTopic | Reassignment fullK | Light | K50 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK50.json,LIGHT_EMBfinal2_reassignment_K50,0.15152121240809613,0.7816326530612245,49,0
BERTopic,Reassignment fullK,Heavy,,50,Run2,BERTopic | Reassignment fullK | Heavy | K50 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK50.json,HEAVY_EMBfinal2_reassignment_K50,0.11270687930341099,0.81875,48,2
BERTopic,Reassignment fullK,Light,,60,Run2,BERTopic | Reassignment fullK | Light | K60 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK60.json,LIGHT_EMBfinal2_reassignment_K60,0.13573435124216512,0.7711864406779662,59,1
BERTopic,Reassignment fullK,Heavy,,60,Run2,BERTopic | Reassignment fullK | Heavy | K60 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK60.json,HEAVY_EMBfinal2_reassignment_K60,0.14287420882828208,0.7637931034482759,58,2
BERTopic,Reassignment fullK,Light,,10,Run3,BERTopic | Reassignment fullK | Light | K10 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK10.json,LIGHT_EMBfinal3_reassignment_K10,0.1342055768637139,0.94,10,0
BERTopic,Reassignment fullK,Heavy,,10,Run3,BERTopic | Reassignment fullK | Heavy | K10 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK10.json,HEAVY_EMBfinal3_reassignment_K10,0.1254304796260006,0.93,10,0
BERTopic,Reassignment fullK,Light,,20,Run3,BERTopic | Reassignment fullK | Light | K20 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK20.json,LIGHT_EMBfinal3_reassignment_K20,0.17059436407914527,0.91,20,0
BERTopic,Reassignment fullK,Heavy,,20,Run3,BERTopic | Reassignment fullK | Heavy | K20 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK20.json,HEAVY_EMBfinal3_reassignment_K20,0.16170927460248075,0.9052631578947369,19,1
BERTopic,Reassignment fullK,Light,,30,Run3,BERTopic | Reassignment fullK | Light | K30 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK30.json,LIGHT_EMBfinal3_reassignment_K30,0.14103325405417627,0.8266666666666667,30,0
BERTopic,Reassignment fullK,Heavy,,30,Run3,BERTopic | Reassignment fullK | Heavy | K30 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK30.json,HEAVY_EMBfinal3_reassignment_K30,0.1740883931904944,0.8428571428571429,28,2
BERTopic,Reassignment fullK,Light,,40,Run3,BERTopic | Reassignment fullK | Light | K40 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK40.json,LIGHT_EMBfinal3_reassignment_K40,0.15371006966991446,0.7974358974358975,39,0
BERTopic,Reassignment fullK,Heavy,,40,Run3,BERTopic | Reassignment fullK | Heavy | K40 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK40.json,HEAVY_EMBfinal3_reassignment_K40,0.17458648653277536,0.8236842105263158,38,2
BERTopic,Reassignment fullK,Light,,50,Run3,BERTopic | Reassignment fullK | Light | K50 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK50.json,LIGHT_EMBfinal3_reassignment_K50,0.14058341219316103,0.7612244897959184,49,0
BERTopic,Reassignment fullK,Heavy,,50,Run3,BERTopic | Reassignment fullK | Heavy | K50 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK50.json,HEAVY_EMBfinal3_reassignment_K50,0.1100232154727186,0.8625,48,1
BERTopic,Reassignment fullK,Light,,60,Run3,BERTopic | Reassignment fullK | Light | K60 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK60.json,LIGHT_EMBfinal3_reassignment_K60,0.14680497885513374,0.7542372881355932,59,0
BERTopic,Reassignment fullK,Heavy,,60,Run3,BERTopic | Reassignment fullK | Heavy | K60 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK60.json,HEAVY_EMBfinal3_reassignment_K60,0.1786733019220729,0.7448275862068966,58,2
