Model,Variant,Embedding,Vocab,K,Repeat,Experiment,Source_File,Timing_Run_Name,NPMI,Diversity,Valid_Topics,Dropped_Topics,Runtime_Seconds,Runtime_Minutes,Runtime_Log_Entries,Timing_Run_Names
ETM,Base,Heavy,Vocab6000,40,Run3,ETM | Base | Heavy | Vocab6000 | K40 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K40.json,HEAVY_final3_VOCAB6000_K40,0.0470439892895419,0.4275,40,0,534.28,8.9,1,HEAVY_final3_VOCAB6000_K40
ETM,Base,Heavy,Vocab2000,50,Run3,ETM | Base | Heavy | Vocab2000 | K50 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K50.json,HEAVY_final3_VOCAB2000_K50,0.0647169168558206,0.35,50,0,430.81,7.18,1,HEAVY_final3_VOCAB2000_K50
ETM,Base,Heavy,Vocab6000,50,Run3,ETM | Base | Heavy | Vocab6000 | K50 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K50.json,HEAVY_final3_VOCAB6000_K50,0.0648594739118388,0.43,50,0,547.97,9.13,1,HEAVY_final3_VOCAB6000_K50
ETM,Base,Heavy,Vocab2000,60,Run3,ETM | Base | Heavy | Vocab2000 | K60 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K60.json,HEAVY_final3_VOCAB2000_K60,0.066788754710516,0.3183333333333333,60,0,426.61,7.11,1,HEAVY_final3_VOCAB2000_K60
ETM,Base,Heavy,Vocab6000,60,Run3,ETM | Base | Heavy | Vocab6000 | K60 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K60.json,HEAVY_final3_VOCAB6000_K60,0.0562748845195034,0.3733333333333333,60,0,543.64,9.06,1,HEAVY_final3_VOCAB6000_K60
LDA,Base,Heavy,Vocab2000,10,Run1,LDA | Base | Heavy | Vocab2000 | K10 | Run1,lda_topics_HEAVY_final_VOCAB2000_K10.json,HEAVY_final_VOCAB2000_K10,0.0828608281164714,0.88,10,0,230.53,3.84,1,HEAVY_final_VOCAB2000_K10
LDA,Base,Heavy,Vocab2000,20,Run1,LDA | Base | Heavy | Vocab2000 | K20 | Run1,lda_topics_HEAVY_final_VOCAB2000_K20.json,HEAVY_final_VOCAB2000_K20,0.1074516890624175,0.9,20,0,229.85,3.83,1,HEAVY_final_VOCAB2000_K20
LDA,Base,Heavy,Vocab2000,30,Run1,LDA | Base | Heavy | Vocab2000 | K30 | Run1,lda_topics_HEAVY_final_VOCAB2000_K30.json,HEAVY_final_VOCAB2000_K30,0.1351412944041705,0.8866666666666667,30,0,243.36,4.06,1,HEAVY_final_VOCAB2000_K30
LDA,Base,Heavy,Vocab2000,40,Run1,LDA | Base | Heavy | Vocab2000 | K40 | Run1,lda_topics_HEAVY_final_VOCAB2000_K40.json,HEAVY_final_VOCAB2000_K40,0.1172803691131463,0.875,40,0,444.95,7.42,1,HEAVY_final_VOCAB2000_K40
LDA,Base,Heavy,Vocab2000,50,Run1,LDA | Base | Heavy | Vocab2000 | K50 | Run1,lda_topics_HEAVY_final_VOCAB2000_K50.json,HEAVY_final_VOCAB2000_K50,0.127326176905012,0.896,50,0,292.8,4.88,1,HEAVY_final_VOCAB2000_K50
LDA,Base,Heavy,Vocab2000,60,Run1,LDA | Base | Heavy | Vocab2000 | K60 | Run1,lda_topics_HEAVY_final_VOCAB2000_K60.json,HEAVY_final_VOCAB2000_K60,0.1107734043299829,0.9133333333333332,60,0,293.56,4.89,1,HEAVY_final_VOCAB2000_K60
LDA,Base,Heavy,Vocab2000,10,Run2,LDA | Base | Heavy | Vocab2000 | K10 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K10.json,HEAVY_final2_VOCAB2000_K10,0.0828608281164714,0.88,10,0,236.4,3.94,1,HEAVY_final2_VOCAB2000_K10
LDA,Base,Heavy,Vocab2000,20,Run2,LDA | Base | Heavy | Vocab2000 | K20 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K20.json,HEAVY_final2_VOCAB2000_K20,0.1074516890624175,0.9,20,0,235.92,3.93,1,HEAVY_final2_VOCAB2000_K20
LDA,Base,Heavy,Vocab2000,30,Run2,LDA | Base | Heavy | Vocab2000 | K30 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K30.json,HEAVY_final2_VOCAB2000_K30,0.1351412944041705,0.8866666666666667,30,0,242.12,4.04,1,HEAVY_final2_VOCAB2000_K30
LDA,Base,Heavy,Vocab2000,40,Run2,LDA | Base | Heavy | Vocab2000 | K40 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K40.json,HEAVY_final2_VOCAB2000_K40,0.1172803691131463,0.875,40,0,448.69,7.48,1,HEAVY_final2_VOCAB2000_K40
LDA,Base,Heavy,Vocab2000,50,Run2,LDA | Base | Heavy | Vocab2000 | K50 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K50.json,HEAVY_final2_VOCAB2000_K50,0.127326176905012,0.896,50,0,301.35,5.02,1,HEAVY_final2_VOCAB2000_K50
LDA,Base,Heavy,Vocab2000,60,Run2,LDA | Base | Heavy | Vocab2000 | K60 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K60.json,HEAVY_final2_VOCAB2000_K60,0.1107734043299829,0.9133333333333332,60,0,302.53,5.04,1,HEAVY_final2_VOCAB2000_K60
LDA,Base,Heavy,Vocab2000,10,Run3,LDA | Base | Heavy | Vocab2000 | K10 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K10.json,HEAVY_final3_VOCAB2000_K10,0.0828608281164714,0.88,10,0,235.45,3.92,1,HEAVY_final3_VOCAB2000_K10
LDA,Base,Heavy,Vocab2000,20,Run3,LDA | Base | Heavy | Vocab2000 | K20 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K20.json,HEAVY_final3_VOCAB2000_K20,0.1074516890624175,0.9,20,0,237.31,3.96,1,HEAVY_final3_VOCAB2000_K20
LDA,Base,Heavy,Vocab2000,30,Run3,LDA | Base | Heavy | Vocab2000 | K30 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K30.json,HEAVY_final3_VOCAB2000_K30,0.1351412944041705,0.8866666666666667,30,0,241.75,4.03,1,HEAVY_final3_VOCAB2000_K30
LDA,Base,Heavy,Vocab2000,40,Run3,LDA | Base | Heavy | Vocab2000 | K40 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K40.json,HEAVY_final3_VOCAB2000_K40,0.1172803691131463,0.875,40,0,450.3,7.5,1,HEAVY_final3_VOCAB2000_K40
LDA,Base,Heavy,Vocab2000,50,Run3,LDA | Base | Heavy | Vocab2000 | K50 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K50.json,HEAVY_final3_VOCAB2000_K50,0.127326176905012,0.896,50,0,304.49,5.07,1,HEAVY_final3_VOCAB2000_K50
LDA,Base,Heavy,Vocab2000,60,Run3,LDA | Base | Heavy | Vocab2000 | K60 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K60.json,HEAVY_final3_VOCAB2000_K60,0.1107734043299829,0.9133333333333332,60,0,295.57,4.93,1,HEAVY_final3_VOCAB2000_K60
