doc_id,topic_id,topic_label
A0068718_00543.xml,-1,noise
A0068718_00733.xml,-1,noise
A0068718_00431.xml,-1,noise
A0068718_00511.xml,-1,noise
A0068718_00011.xml,12,aktiebolag_enka_gust_aktiebolaget_konkurs
A0068718_00836.xml,-1,noise
A0068718_00185.xml,10,riddaren_hofrätts_fru_referent_fredric
A0068718_01079.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01157.xml,-1,noise
A0068718_00738.xml,-1,noise
A0068718_00815.xml,-1,noise
A0068718_00961.xml,-1,noise
A0068718_01043.xml,-1,noise
A0068718_01045.xml,-1,noise
A0068718_00744.xml,-1,noise
A0068718_00176.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01257.xml,-1,noise
A0068718_00241.xml,-1,noise
A0068718_01231.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01111.xml,-1,noise
A0068718_00646.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01196.xml,10,riddaren_hofrätts_fru_referent_fredric
A0068718_00508.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00724.xml,-1,noise
A0068718_00197.xml,-1,noise
A0068718_00235.xml,-1,noise
A0068718_00652.xml,-1,noise
A0068718_00270.xml,-1,noise
A0068718_00729.xml,-1,noise
A0068718_00497.xml,-1,noise
A0068718_00069.xml,-1,noise
A0068718_00786.xml,-1,noise
A0068718_01007.xml,-1,noise
A0068718_00124.xml,-1,noise
A0068718_00702.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00581.xml,-1,noise
A0068718_00342.xml,-1,noise
A0068718_01016.xml,-1,noise
A0068718_01296.xml,-1,noise
A0068718_01039.xml,-1,noise
A0068718_00712.xml,-1,noise
A0068718_01102.xml,-1,noise
A0068718_00370.xml,-1,noise
A0068718_01127.xml,-1,noise
A0068718_00922.xml,-1,noise
A0068718_00283.xml,10,riddaren_hofrätts_fru_referent_fredric
A0068718_00641.xml,-1,noise
A0068718_00604.xml,-1,noise
A0068718_00524.xml,-1,noise
A0068718_00123.xml,-1,noise
A0068718_00193.xml,10,riddaren_hofrätts_fru_referent_fredric
A0068718_01227.xml,-1,noise
A0068718_01219.xml,-1,noise
A0068718_00215.xml,9,häktad_häktade_häktades_brotts_com
A0068718_01202.xml,-1,noise
A0068718_01279.xml,-1,noise
A0068718_00496.xml,-1,noise
A0068718_00664.xml,-1,noise
A0068718_00309.xml,-1,noise
A0068718_00657.xml,-1,noise
A0068718_00320.xml,-1,noise
A0068718_01168.xml,-1,noise
A0068718_00460.xml,-1,noise
A0068718_01371.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01267.xml,-1,noise
A0068718_00109.xml,-1,noise
A0068718_00769.xml,-1,noise
A0068718_00892.xml,-1,noise
A0068718_01131.xml,-1,noise
A0068718_00373.xml,-1,noise
A0068718_00228.xml,-1,noise
A0068718_00893.xml,-1,noise
A0068718_00861.xml,-1,noise
